,Usuario,Local,fecha,semaforo,comentario,add_loc_cert,add_loc_localidad,add_loc_cat,add_loc_sect,add_usu_disc,add_usu_pordisc
4343,793,291,30/6/2021,V,,Y,Bilbao,bar,hostelería,orgánica,56.0
4344,654,291,21/6/2021,V,,Y,Bilbao,bar,hostelería,ninguna,0.0
4345,854,291,18/6/2021,A,,Y,Bilbao,bar,hostelería,orgánica,28.0
4346,592,291,25/6/2021,A,,Y,Bilbao,bar,hostelería,ninguna,0.0
4347,872,291,8/7/2021,A,,Y,Bilbao,bar,hostelería,ninguna,0.0
4348,778,291,8/7/2021,A,,Y,Bilbao,bar,hostelería,visual,61.0
4349,333,291,31/5/2021,A,,Y,Bilbao,bar,hostelería,auditiva,37.0
4350,529,291,21/7/2021,A,"En primer lugar, decir que el trato fue maravilloso. Tuve un infortunio pero me ayudaron y el trato en ello fue fenomenal! Volveré seguro, porque hice allá­ buenos amigos.",Y,Bilbao,bar,hostelería,orgánica,28.0
4351,191,291,5/6/2021,A,,Y,Bilbao,bar,hostelería,ninguna,0.0
4352,925,291,15/6/2021,A,,Y,Bilbao,bar,hostelería,ninguna,0.0
4353,562,291,31/5/2021,A,,Y,Bilbao,bar,hostelería,ninguna,0.0
4354,655,291,2/6/2021,R,,Y,Bilbao,bar,hostelería,visual,38.0
4355,36,292,6/7/2021,A,"Me gustó mucho y estaba muy bien montado, una rampa de acceso amplia.",N,Bilbao,restaurante,hostelería,visual,33.0
4356,94,292,12/7/2021,A,,N,Bilbao,restaurante,hostelería,ninguna,0.0
4357,879,293,10/6/2021,V,,N,Bilbao,restaurante,hostelería,visual,41.0
4358,154,293,20/6/2021,A,"Tienen mi like, pasense.",N,Bilbao,restaurante,hostelería,ninguna,0.0
4359,888,293,5/6/2021,A,,N,Bilbao,restaurante,hostelería,motora,49.0
4360,252,293,22/6/2021,A,,N,Bilbao,restaurante,hostelería,orgánica,52.0
4361,447,293,27/6/2021,R,,N,Bilbao,restaurante,hostelería,cognitiva,52.0
4362,330,294,8/6/2021,V,,N,Bilbao,bar,hostelería,cognitiva,61.0
4363,870,294,21/7/2021,V,,N,Bilbao,bar,hostelería,auditiva,31.0
4364,941,294,1/6/2021,A,,N,Bilbao,bar,hostelería,cognitiva,54.0
4365,195,294,4/7/2021,A,,N,Bilbao,bar,hostelería,cognitiva,22.0
4366,479,294,14/6/2021,A,,N,Bilbao,bar,hostelería,auditiva,70.0
4367,768,294,10/7/2021,A,,N,Bilbao,bar,hostelería,visual,67.0
4368,318,294,7/6/2021,A,,N,Bilbao,bar,hostelería,ninguna,0.0
4369,936,294,2/6/2021,A,,N,Bilbao,bar,hostelería,orgánica,59.0
4370,957,294,12/7/2021,A,,N,Bilbao,bar,hostelería,cognitiva,54.0
4371,631,294,26/5/2021,A,,N,Bilbao,bar,hostelería,cognitiva,71.0
4372,409,294,20/6/2021,R,,N,Bilbao,bar,hostelería,auditiva,37.0
4373,49,294,3/7/2021,R,Se corresponde con las características,N,Bilbao,bar,hostelería,ninguna,0.0
4374,90,295,8/6/2021,V,,Y,Bilbao,cine,ocio,cognitiva,53.0
4375,386,295,29/6/2021,V,,Y,Bilbao,cine,ocio,motora,60.0
4376,353,295,11/6/2021,V,,Y,Bilbao,cine,ocio,ninguna,0.0
4377,363,295,4/6/2021,V,,Y,Bilbao,cine,ocio,visual,48.0
4378,897,295,6/6/2021,V,"Fijo que vuelvo, es una calle empedrada preciosa, pero tiene un carril bici habilitado para mis necesidades.",Y,Bilbao,cine,ocio,cognitiva,71.0
4379,449,295,12/7/2021,V,"No hay nada que esté malo, recomendable al 100%. Sitio muy accesible.",Y,Bilbao,cine,ocio,auditiva,78.0
4380,266,295,14/7/2021,V,La rampa estaba muy bien adaptada.,Y,Bilbao,cine,ocio,motora,27.0
4381,673,295,15/6/2021,V,"Pasabamos por aquí­, decidimos meternos después de ver que estaba en la applicación y no hemos encontrado ningun inconveniente.",Y,Bilbao,cine,ocio,ninguna,0.0
4382,60,295,11/6/2021,V,,Y,Bilbao,cine,ocio,motora,31.0
4383,42,295,15/7/2021,V,,Y,Bilbao,cine,ocio,auditiva,63.0
4384,675,295,15/6/2021,V,,Y,Bilbao,cine,ocio,ninguna,0.0
4385,898,295,13/6/2021,V,,Y,Bilbao,cine,ocio,cognitiva,43.0
4386,200,295,26/5/2021,V,,Y,Bilbao,cine,ocio,visual,54.0
4387,721,295,21/6/2021,V,,Y,Bilbao,cine,ocio,auditiva,37.0
4388,32,295,21/7/2021,V,"Fijo que vuelvo, es una calle empedrada preciosa, pero tiene un carril bici habilitado para mis necesidades.",Y,Bilbao,cine,ocio,auditiva,65.0
4389,738,295,19/7/2021,V,,Y,Bilbao,cine,ocio,motora,46.0
4390,653,295,17/7/2021,V,,Y,Bilbao,cine,ocio,ninguna,0.0
4391,888,295,2/6/2021,V,"Sorprendida por la accesibilidad con la que cuenta el sitio. Un sitio recomendable para ir habitualmente, si tienes movilidad muy reducida.",Y,Bilbao,cine,ocio,motora,49.0
4392,256,295,23/6/2021,V,,Y,Bilbao,cine,ocio,motora,59.0
4393,853,295,10/6/2021,V,,Y,Bilbao,cine,ocio,ninguna,0.0
4394,720,295,2/7/2021,V,,Y,Bilbao,cine,ocio,motora,88.0
4395,951,295,14/6/2021,V,"No hay nada que esté malo, recomendable al 100%. Sitio muy accesible.",Y,Bilbao,cine,ocio,ninguna,0.0
4396,447,295,28/5/2021,V,,Y,Bilbao,cine,ocio,cognitiva,52.0
4397,758,295,12/6/2021,V,,Y,Bilbao,cine,ocio,visual,58.0
4398,511,295,20/6/2021,V,,Y,Bilbao,cine,ocio,ninguna,0.0
4399,155,295,25/6/2021,V,"Ha cubierto todas mis necesidades sin problemas. Pude entrar con mi chica por la rfampa de acceso y los baños estaba en la primera planta, sin escalón.",Y,Bilbao,cine,ocio,auditiva,84.0
4400,654,295,31/5/2021,V,,Y,Bilbao,cine,ocio,ninguna,0.0
4401,265,295,14/6/2021,V,Sin problemas con la accesibilidad,Y,Bilbao,cine,ocio,motora,53.0
4402,605,295,2/7/2021,V,"Volveré, de los lugares mas accesibles en los que he estado.",Y,Bilbao,cine,ocio,motora,73.0
4403,612,295,8/6/2021,V,"Que encanto de sitio, volvemos seguro, no tuve ningun problema.",Y,Bilbao,cine,ocio,visual,50.0
4404,815,295,2/7/2021,V,,Y,Bilbao,cine,ocio,cognitiva,68.0
4405,857,295,17/6/2021,V,,Y,Bilbao,cine,ocio,orgánica,48.0
4406,817,295,20/6/2021,V,,Y,Bilbao,cine,ocio,auditiva,30.0
4407,74,295,1/7/2021,V,,Y,Bilbao,cine,ocio,auditiva,49.0
4408,231,295,22/6/2021,V,,Y,Bilbao,cine,ocio,motora,19.0
4409,900,295,28/5/2021,V,,Y,Bilbao,cine,ocio,motora,41.0
4410,33,295,19/6/2021,A,Lo recomiendo.,Y,Bilbao,cine,ocio,motora,58.0
4411,617,295,16/6/2021,A,,Y,Bilbao,cine,ocio,motora,73.0
4412,87,295,4/7/2021,A,Todo correcto.,Y,Bilbao,cine,ocio,cognitiva,34.0
4413,675,295,13/6/2021,A,,Y,Bilbao,cine,ocio,ninguna,0.0
4414,420,295,22/6/2021,A,,Y,Bilbao,cine,ocio,auditiva,49.0
4415,109,295,27/5/2021,A,,Y,Bilbao,cine,ocio,orgánica,66.0
4416,648,295,9/6/2021,A,,Y,Bilbao,cine,ocio,orgánica,79.0
4417,457,295,22/7/2021,A,,Y,Bilbao,cine,ocio,ninguna,0.0
4418,56,295,25/5/2021,R,,Y,Bilbao,cine,ocio,cognitiva,36.0
4419,247,296,11/6/2021,V,,N,Bilbao,pub,hostelería,auditiva,88.0
4420,497,296,17/6/2021,V,,N,Bilbao,pub,hostelería,ninguna,0.0
4421,310,296,4/7/2021,A,,N,Bilbao,pub,hostelería,cognitiva,25.0
4422,968,296,24/6/2021,A,Muy recomendable.,N,Bilbao,pub,hostelería,orgánica,69.0
4423,758,296,5/7/2021,A,"I loved it, loves to Spain!",N,Bilbao,pub,hostelería,visual,58.0
4424,165,296,2/6/2021,A,,N,Bilbao,pub,hostelería,orgánica,36.0
4425,800,296,12/6/2021,A,,N,Bilbao,pub,hostelería,visual,63.0
4426,920,296,25/6/2021,A,,N,Bilbao,pub,hostelería,auditiva,49.0
4427,515,296,3/6/2021,A,,N,Bilbao,pub,hostelería,motora,47.0
4428,899,296,16/7/2021,A,,N,Bilbao,pub,hostelería,motora,63.0
4429,221,296,11/7/2021,A,,N,Bilbao,pub,hostelería,auditiva,75.0
4430,170,296,25/6/2021,A,Todo correcto.,N,Bilbao,pub,hostelería,visual,28.0
4431,676,296,29/6/2021,R,,N,Bilbao,pub,hostelería,cognitiva,72.0
4432,88,296,26/6/2021,R,,N,Bilbao,pub,hostelería,ninguna,0.0
4433,638,297,4/6/2021,A,,N,Bilbao,restaurante,hostelería,orgánica,69.0
4434,124,297,31/5/2021,A,,N,Bilbao,restaurante,hostelería,orgánica,39.0
4435,34,297,13/6/2021,A,,N,Bilbao,restaurante,hostelería,motora,70.0
4436,583,297,20/6/2021,R,"Lugar no recomendable, tiene un estilo de suelo empedrado que no favorece a la movilidad de las personas con discapacidad.",N,Bilbao,restaurante,hostelería,visual,37.0
4437,710,297,7/6/2021,R,,N,Bilbao,restaurante,hostelería,ninguna,0.0
4438,848,297,8/6/2021,R,,N,Bilbao,restaurante,hostelería,auditiva,51.0
4439,311,297,22/7/2021,R,,N,Bilbao,restaurante,hostelería,auditiva,37.0
4440,936,297,15/6/2021,R,,N,Bilbao,restaurante,hostelería,orgánica,59.0
4441,61,297,25/5/2021,R,Volveré,N,Bilbao,restaurante,hostelería,cognitiva,34.0
4442,60,297,11/7/2021,R,"No volveré, personal poco empático con personas con discapacidad.",N,Bilbao,restaurante,hostelería,motora,31.0
4443,14,297,9/7/2021,R,,N,Bilbao,restaurante,hostelería,motora,57.0
4444,519,297,16/7/2021,R,Se corresponde con las características,N,Bilbao,restaurante,hostelería,orgánica,39.0
4445,17,297,29/6/2021,R,Todo correcto.,N,Bilbao,restaurante,hostelería,motora,73.0
4446,421,297,19/7/2021,R,,N,Bilbao,restaurante,hostelería,motora,35.0
4447,906,297,6/6/2021,R,,N,Bilbao,restaurante,hostelería,visual,24.0
4448,748,297,4/7/2021,R,,N,Bilbao,restaurante,hostelería,orgánica,44.0
4449,510,298,11/7/2021,V,,N,Bilbao,cine,ocio,motora,43.0
4450,475,298,6/7/2021,A,,N,Bilbao,cine,ocio,visual,76.0
4451,578,298,22/7/2021,A,,N,Bilbao,cine,ocio,auditiva,73.0
4452,361,298,17/6/2021,A,,N,Bilbao,cine,ocio,orgánica,52.0
4453,71,298,5/6/2021,A,,N,Bilbao,cine,ocio,cognitiva,87.0
4454,899,298,22/6/2021,A,Lo recomiendo.,N,Bilbao,cine,ocio,motora,63.0
4455,78,298,7/6/2021,R,,N,Bilbao,cine,ocio,ninguna,0.0
4456,438,299,13/7/2021,V,,N,Bilbao,bar,hostelería,ninguna,0.0
4457,894,299,10/6/2021,V,,N,Bilbao,bar,hostelería,auditiva,52.0
4458,515,299,26/5/2021,A,,N,Bilbao,bar,hostelería,motora,47.0
4459,618,299,24/5/2021,A,"I loved it, loves to Spain!",N,Bilbao,bar,hostelería,cognitiva,68.0
4460,241,299,29/5/2021,A,,N,Bilbao,bar,hostelería,auditiva,74.0
4461,27,299,10/7/2021,A,,N,Bilbao,bar,hostelería,motora,67.0
4462,270,299,2/6/2021,A,,N,Bilbao,bar,hostelería,auditiva,70.0
4463,807,299,6/6/2021,A,,N,Bilbao,bar,hostelería,motora,91.0
4464,524,299,6/7/2021,A,,N,Bilbao,bar,hostelería,auditiva,42.0
4465,709,299,10/7/2021,A,Se corresponde con las características,N,Bilbao,bar,hostelería,auditiva,16.0
4466,733,299,28/5/2021,A,Muy bien.,N,Bilbao,bar,hostelería,visual,39.0
4467,319,299,28/6/2021,R,,N,Bilbao,bar,hostelería,motora,21.0
4468,752,299,31/5/2021,R,,N,Bilbao,bar,hostelería,orgánica,47.0
4469,182,300,1/6/2021,V,,N,Bilbao,cafe,hostelería,ninguna,0.0
4470,353,300,8/6/2021,A,,N,Bilbao,cafe,hostelería,ninguna,0.0
4471,591,300,4/7/2021,A,,N,Bilbao,cafe,hostelería,visual,56.0
4472,584,300,20/6/2021,A,,N,Bilbao,cafe,hostelería,auditiva,62.0
4473,187,300,1/6/2021,A,"Lugar muy accesible, lo recomiendo a los que tengas dudas.",N,Bilbao,cafe,hostelería,orgánica,23.0
4474,195,300,22/7/2021,A,,N,Bilbao,cafe,hostelería,cognitiva,22.0
4475,976,300,6/6/2021,R,,N,Bilbao,cafe,hostelería,cognitiva,62.0
4476,887,301,9/6/2021,A,,N,Bilbao,restaurante,hostelería,cognitiva,75.0
4477,829,301,29/6/2021,A,,N,Bilbao,restaurante,hostelería,ninguna,0.0
4478,718,301,9/7/2021,A,"Tienen mi like, pasense.",N,Bilbao,restaurante,hostelería,auditiva,44.0
4479,607,301,18/6/2021,A,,N,Bilbao,restaurante,hostelería,cognitiva,51.0
4480,328,301,18/7/2021,R,,N,Bilbao,restaurante,hostelería,auditiva,56.0
4481,773,301,7/7/2021,R,,N,Bilbao,restaurante,hostelería,visual,23.0
4482,29,301,26/5/2021,R,,N,Bilbao,restaurante,hostelería,ninguna,0.0
4483,915,301,13/6/2021,R,,N,Bilbao,restaurante,hostelería,cognitiva,71.0
4484,178,301,5/6/2021,R,,N,Bilbao,restaurante,hostelería,motora,88.0
4485,840,301,29/6/2021,R,,N,Bilbao,restaurante,hostelería,orgánica,52.0
4486,390,301,7/7/2021,R,,N,Bilbao,restaurante,hostelería,orgánica,52.0
4487,191,301,19/6/2021,R,Se corresponde con las características,N,Bilbao,restaurante,hostelería,ninguna,0.0
4488,508,301,20/6/2021,R,"Realicé una sugerencia sobre los baños y me dijeron que ellos no podí­an adaptarlo a personas con silla de ruedas por que no era frecuente, me parecieron ofensivos.",N,Bilbao,restaurante,hostelería,ninguna,0.0
4489,928,301,18/6/2021,R,,N,Bilbao,restaurante,hostelería,visual,79.0
4490,174,301,30/5/2021,R,,N,Bilbao,restaurante,hostelería,motora,27.0
4491,658,301,13/7/2021,R,,N,Bilbao,restaurante,hostelería,motora,71.0
4492,865,301,17/7/2021,R,,N,Bilbao,restaurante,hostelería,ninguna,0.0
4493,131,301,30/6/2021,R,,N,Bilbao,restaurante,hostelería,cognitiva,45.0
4494,747,301,4/7/2021,R,Muy indignada con la respuesta de los camaremos al solicitar que se adecúe el sitio para personas con discapacidad,N,Bilbao,restaurante,hostelería,auditiva,55.0
4495,513,301,1/6/2021,R,,N,Bilbao,restaurante,hostelería,visual,55.0
4496,240,301,9/7/2021,R,,N,Bilbao,restaurante,hostelería,auditiva,50.0
4497,730,301,12/7/2021,R,"Recibí malos tratos, sitio desagradable, personal indignante, no respetan al que va en silla de ruedas",N,Bilbao,restaurante,hostelería,motora,33.0
4498,895,302,22/7/2021,V,,N,Bilbao,pub,hostelería,visual,36.0
4499,90,302,30/5/2021,A,,N,Bilbao,pub,hostelería,cognitiva,53.0
4500,565,302,29/6/2021,A,,N,Bilbao,pub,hostelería,cognitiva,39.0
4501,269,302,8/7/2021,A,,N,Bilbao,pub,hostelería,auditiva,65.0
4502,813,302,12/7/2021,R,,N,Bilbao,pub,hostelería,cognitiva,61.0
4503,515,303,25/5/2021,V,"Fui con la fami­lia, y al ver a mi abuela en su silla de ruedas el personal se desvivió por montarnos la mesa en la planta baja. Mis sobrinos se lo pasaron muy bien, y eso es lo que buscaba.",Y,Bilbao,teatro,ocio,motora,47.0
4504,71,303,27/6/2021,V,,Y,Bilbao,teatro,ocio,cognitiva,87.0
4505,544,303,2/6/2021,V,,Y,Bilbao,teatro,ocio,ninguna,0.0
4506,130,303,13/6/2021,V,,Y,Bilbao,teatro,ocio,visual,60.0
4507,611,303,17/7/2021,V,"Volveré, de los lugares mas accesibles en los que he estado.",Y,Bilbao,teatro,ocio,motora,25.0
4508,560,303,23/6/2021,V,"Me hablaron de este sitio, a lo que me animé a ir. Me encantó. Que lujo! Que placer! Vuelvo seguro!",Y,Bilbao,teatro,ocio,visual,30.0
4509,905,303,21/6/2021,V,,Y,Bilbao,teatro,ocio,auditiva,52.0
4510,539,303,19/6/2021,V,,Y,Bilbao,teatro,ocio,orgánica,56.0
4511,519,303,21/6/2021,V,Está muy bien adaptado.,Y,Bilbao,teatro,ocio,orgánica,39.0
4512,347,303,9/6/2021,V,,Y,Bilbao,teatro,ocio,cognitiva,31.0
4513,973,303,4/6/2021,V,,Y,Bilbao,teatro,ocio,visual,30.0
4514,45,303,7/6/2021,V,La rampa estaba muy bien adaptada.,Y,Bilbao,teatro,ocio,visual,67.0
4515,215,303,1/7/2021,V,,Y,Bilbao,teatro,ocio,cognitiva,35.0
4516,397,303,13/6/2021,V,,Y,Bilbao,teatro,ocio,ninguna,0.0
4517,551,303,24/6/2021,V,,Y,Bilbao,teatro,ocio,visual,27.0
4518,505,303,9/7/2021,V,"Que encanto de sitio, volvemos seguro, no tuve ningun problema.",Y,Bilbao,teatro,ocio,auditiva,61.0
4519,111,303,15/7/2021,V,,Y,Bilbao,teatro,ocio,motora,57.0
4520,432,303,18/7/2021,V,,Y,Bilbao,teatro,ocio,orgánica,54.0
4521,58,303,19/7/2021,V,,Y,Bilbao,teatro,ocio,visual,27.0
4522,674,303,12/6/2021,V,"Me hablaron de este sitio, a lo que me animé a ir. Me encantó. Que lujo! Que placer! Vuelvo seguro!",Y,Bilbao,teatro,ocio,motora,46.0
4523,484,303,4/6/2021,A,,Y,Bilbao,teatro,ocio,motora,67.0
4524,924,303,1/7/2021,A,,Y,Bilbao,teatro,ocio,auditiva,66.0
4525,121,303,7/7/2021,A,Todo correcto.,Y,Bilbao,teatro,ocio,orgánica,45.0
4526,113,303,14/6/2021,A,,Y,Bilbao,teatro,ocio,auditiva,17.0
4527,660,304,7/6/2021,V,,N,Bilbao,pub,hostelería,cognitiva,73.0
4528,609,304,13/7/2021,V,,N,Bilbao,pub,hostelería,auditiva,63.0
4529,572,304,5/6/2021,V,,N,Bilbao,pub,hostelería,motora,59.0
4530,590,304,12/6/2021,V,,N,Bilbao,pub,hostelería,cognitiva,52.0
4531,565,304,28/5/2021,V,,N,Bilbao,pub,hostelería,cognitiva,39.0
4532,172,304,14/7/2021,V,,N,Bilbao,pub,hostelería,ninguna,0.0
4533,738,304,28/6/2021,V,,N,Bilbao,pub,hostelería,motora,46.0
4534,219,304,24/6/2021,V,,N,Bilbao,pub,hostelería,orgánica,41.0
4535,820,304,16/6/2021,V,,N,Bilbao,pub,hostelería,ninguna,0.0
4536,492,304,11/6/2021,V,,N,Bilbao,pub,hostelería,orgánica,34.0
4537,98,304,9/6/2021,V,,N,Bilbao,pub,hostelería,visual,47.0
4538,391,304,13/6/2021,V,,N,Bilbao,pub,hostelería,orgánica,57.0
4539,466,304,29/6/2021,A,Se corresponde con las características,N,Bilbao,pub,hostelería,motora,60.0
4540,62,304,28/6/2021,A,,N,Bilbao,pub,hostelería,visual,36.0
4541,679,304,8/6/2021,A,"El baño no estaba disponible, no se si será accesible o no, pero no pude hacer mis necesidades!",N,Bilbao,pub,hostelería,visual,78.0
4542,853,305,13/7/2021,V,"Ha cubierto todas mis necesidades sin problemas. Pude entrar con mi chica por la rfampa de acceso y los baños estaba en la primera planta, sin escalón.",N,Bilbao,restaurante,hostelería,ninguna,0.0
4543,359,305,28/5/2021,A,"El sitio me parecía bonito, pero el trato fue horrendo y la disponibilidad para asistir mis problemas de accesibilidad escasos. Es una pena que los propietarios se despreocupen tanto de la actitud de sus trabajadores. Recomiendo ir si quereis pasar una mala tarde.",N,Bilbao,restaurante,hostelería,motora,65.0
4544,347,305,1/6/2021,A,,N,Bilbao,restaurante,hostelería,cognitiva,31.0
4545,910,305,2/6/2021,A,,N,Bilbao,restaurante,hostelería,visual,25.0
4546,287,305,11/6/2021,A,,N,Bilbao,restaurante,hostelería,ninguna,0.0
4547,374,305,6/7/2021,A,"El baño no estaba disponible, no se si será accesible o no, pero no pude hacer mis necesidades!",N,Bilbao,restaurante,hostelería,visual,77.0
4548,638,305,7/7/2021,R,,N,Bilbao,restaurante,hostelería,orgánica,69.0
4549,793,306,4/7/2021,V,,N,Bilbao,cafe,hostelería,orgánica,56.0
4550,895,306,8/6/2021,A,,N,Bilbao,cafe,hostelería,visual,36.0
4551,173,306,17/7/2021,A,,N,Bilbao,cafe,hostelería,motora,27.0
4552,332,306,18/7/2021,A,,N,Bilbao,cafe,hostelería,motora,49.0
4553,513,306,24/6/2021,A,,N,Bilbao,cafe,hostelería,visual,55.0
4554,388,306,9/6/2021,A,,N,Bilbao,cafe,hostelería,orgánica,66.0
4555,534,306,22/6/2021,R,,N,Bilbao,cafe,hostelería,auditiva,47.0
4556,387,306,31/5/2021,R,,N,Bilbao,cafe,hostelería,cognitiva,19.0
4557,800,306,5/6/2021,R,,N,Bilbao,cafe,hostelería,visual,63.0
4558,12,306,15/6/2021,R,,N,Bilbao,cafe,hostelería,visual,19.0
4559,460,306,1/6/2021,R,"Recibí malos tratos, sitio desagradable, personal indignante, no respetan al que va en silla de ruedas",N,Bilbao,cafe,hostelería,motora,38.0
4560,828,306,14/6/2021,R,,N,Bilbao,cafe,hostelería,motora,66.0
4561,75,306,21/6/2021,R,,N,Bilbao,cafe,hostelería,visual,22.0
4562,270,306,5/6/2021,R,,N,Bilbao,cafe,hostelería,auditiva,70.0
4563,422,306,23/5/2021,R,,N,Bilbao,cafe,hostelería,orgánica,36.0
4564,255,306,21/6/2021,R,,N,Bilbao,cafe,hostelería,cognitiva,21.0
4565,206,306,31/5/2021,R,,N,Bilbao,cafe,hostelería,auditiva,52.0
4566,958,306,4/7/2021,R,,N,Bilbao,cafe,hostelería,motora,46.0
4567,827,306,28/5/2021,R,,N,Bilbao,cafe,hostelería,auditiva,80.0
4568,336,306,26/6/2021,R,,N,Bilbao,cafe,hostelería,motora,63.0
4569,885,306,13/6/2021,R,,N,Bilbao,cafe,hostelería,orgánica,91.0
4570,224,306,7/7/2021,R,,N,Bilbao,cafe,hostelería,motora,51.0
4571,389,306,14/6/2021,R,,N,Bilbao,cafe,hostelería,motora,78.0
4572,117,306,29/6/2021,R,,N,Bilbao,cafe,hostelería,cognitiva,47.0
4573,487,306,10/7/2021,R,,N,Bilbao,cafe,hostelería,orgánica,39.0
4574,127,306,13/6/2021,R,,N,Bilbao,cafe,hostelería,ninguna,0.0
4575,309,306,10/6/2021,R,,N,Bilbao,cafe,hostelería,auditiva,82.0
4576,247,306,21/6/2021,R,,N,Bilbao,cafe,hostelería,auditiva,88.0
4577,975,306,7/7/2021,R,,N,Bilbao,cafe,hostelería,visual,33.0
4578,159,307,1/6/2021,V,,N,Bilbao,cafe,hostelería,ninguna,0.0
4579,578,307,27/5/2021,V,,N,Bilbao,cafe,hostelería,auditiva,73.0
4580,955,307,16/6/2021,A,,N,Bilbao,cafe,hostelería,cognitiva,24.0
4581,75,307,4/7/2021,A,"Tienen mi like, pasense.",N,Bilbao,cafe,hostelería,visual,22.0
4582,64,307,10/7/2021,A,,N,Bilbao,cafe,hostelería,cognitiva,66.0
4583,498,307,19/6/2021,A,"Que encanto de sitio, volvemos seguro, no tuve ningun problema.",N,Bilbao,cafe,hostelería,visual,46.0
4584,904,307,18/6/2021,A,Lo recomiendo.,N,Bilbao,cafe,hostelería,orgánica,80.0
4585,999,307,12/7/2021,A,"Pasabamos por aquí­, decidimos meternos después de ver que estaba en la applicación y no hemos encontrado ningun inconveniente.",N,Bilbao,cafe,hostelería,motora,
4586,200,307,17/7/2021,A,,N,Bilbao,cafe,hostelería,visual,54.0
4587,549,307,6/7/2021,A,,N,Bilbao,cafe,hostelería,cognitiva,34.0
4588,960,307,20/7/2021,A,,N,Bilbao,cafe,hostelería,visual,43.0
4589,337,307,18/7/2021,R,,N,Bilbao,cafe,hostelería,cognitiva,74.0
4590,358,307,11/6/2021,R,,N,Bilbao,cafe,hostelería,orgánica,25.0
4591,30,308,20/7/2021,V,,N,Bilbao,cafe,hostelería,visual,61.0
4592,654,308,13/7/2021,V,,N,Bilbao,cafe,hostelería,ninguna,0.0
4593,939,308,23/5/2021,V,,N,Bilbao,cafe,hostelería,orgánica,53.0
4594,547,308,15/7/2021,V,Todo perfecto. Existen rampas de accesibilidad muy adaptadas a las necesidades.,N,Bilbao,cafe,hostelería,orgánica,43.0
4595,706,308,26/5/2021,V,,N,Bilbao,cafe,hostelería,orgánica,67.0
4596,791,308,27/6/2021,V,,N,Bilbao,cafe,hostelería,ninguna,0.0
4597,848,308,11/7/2021,V,,N,Bilbao,cafe,hostelería,auditiva,51.0
4598,806,308,17/7/2021,V,,N,Bilbao,cafe,hostelería,orgánica,76.0
4599,2,308,27/5/2021,V,,N,Bilbao,cafe,hostelería,motora,24.0
4600,976,308,7/7/2021,V,,N,Bilbao,cafe,hostelería,cognitiva,62.0
4601,254,308,13/7/2021,V,,N,Bilbao,cafe,hostelería,orgánica,50.0
4602,332,308,22/7/2021,V,,N,Bilbao,cafe,hostelería,motora,49.0
4603,13,308,13/6/2021,V,La rampa estaba muy bien adaptada.,N,Bilbao,cafe,hostelería,auditiva,44.0
4604,324,308,13/7/2021,V,,N,Bilbao,cafe,hostelería,orgánica,41.0
4605,907,308,29/5/2021,V,,N,Bilbao,cafe,hostelería,cognitiva,23.0
4606,53,308,10/6/2021,V,,N,Bilbao,cafe,hostelería,visual,58.0
4607,300,308,16/6/2021,A,,N,Bilbao,cafe,hostelería,auditiva,69.0
4608,906,308,2/6/2021,A,,N,Bilbao,cafe,hostelería,visual,24.0
4609,53,308,24/6/2021,A,,N,Bilbao,cafe,hostelería,visual,58.0
4610,75,308,15/7/2021,A,,N,Bilbao,cafe,hostelería,visual,22.0
4611,539,309,17/6/2021,A,,N,Bilbao,cafe,hostelería,orgánica,56.0
4612,399,309,28/5/2021,A,La rampa estaba muy bien adaptada.,N,Bilbao,cafe,hostelería,auditiva,49.0
4613,259,309,15/6/2021,A,,N,Bilbao,cafe,hostelería,orgánica,42.0
4614,215,309,5/6/2021,R,Volveré,N,Bilbao,cafe,hostelería,cognitiva,35.0
4615,925,309,13/6/2021,R,"Realicé una sugerencia sobre los baños y me dijeron que ellos no podí­an adaptarlo a personas con silla de ruedas por que no era frecuente, me parecieron ofensivos.",N,Bilbao,cafe,hostelería,ninguna,0.0
4616,178,309,25/5/2021,R,,N,Bilbao,cafe,hostelería,motora,88.0
4617,68,309,1/6/2021,R,,N,Bilbao,cafe,hostelería,visual,44.0
4618,492,309,31/5/2021,R,,N,Bilbao,cafe,hostelería,orgánica,34.0
4619,879,309,9/7/2021,R,"Realicé una sugerencia sobre los baños y me dijeron que ellos no podí­an adaptarlo a personas con silla de ruedas por que no era frecuente, me parecieron ofensivos.",N,Bilbao,cafe,hostelería,visual,41.0
4620,958,309,21/6/2021,R,,N,Bilbao,cafe,hostelería,motora,46.0
4621,168,309,8/6/2021,R,,N,Bilbao,cafe,hostelería,motora,51.0
4622,906,309,13/6/2021,R,,N,Bilbao,cafe,hostelería,visual,24.0
4623,314,309,2/6/2021,R,"No recomiendo este lugar, por que al llamar dijeron que era accesible  y no es cierto.",N,Bilbao,cafe,hostelería,motora,84.0
4624,141,309,13/6/2021,R,,N,Bilbao,cafe,hostelería,visual,53.0
4625,162,310,25/6/2021,V,,N,Bilbao,cafe,hostelería,orgánica,38.0
4626,128,310,28/6/2021,V,,N,Bilbao,cafe,hostelería,auditiva,53.0
4627,525,310,6/7/2021,V,,N,Bilbao,cafe,hostelería,cognitiva,50.0
4628,397,310,19/7/2021,V,,N,Bilbao,cafe,hostelería,ninguna,0.0
